Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 1.9, 100%, 241, 3892, 2.5, 4113, 241, 22, 14
"2014-05-20", 1.9, 100%, 241, 3896, 2.5, 4184, 241, 22, 14
