Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 3.5, 85%, 259, 5879, 1.9, 1875, 259, 22, 12
"2014-05-20", 3.3, 85%, 259, 5893, 1.9, 1874, 259, 22, 12
