Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 11.5, 91%, 172, 3311, 1.5, 4473, 172, 25, 16
