Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.6, 100%, 175, 3253, 2.8, 911, 175, 14, 5
"2014-05-20", 2.6, 100%, 176, 3267, 2.8, 902, 176, 14, 5
