Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 6.9, 93%, 276, 6310, 2.5, 1961, 276, 19, 10
