Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 11.7, 86%, 232, 2852, 1.6, 1695, 232, 31, 21
