Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 1.6, 100%, 115, 2482, 2.8, 568, 115, 9, 7
"2014-05-20", 1.6, 100%, 116, 2485, 2.8, 535, 116, 9, 7
