Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.5, 99%, 148, 2598, 2.1, 4521, 148, 23, 18
"2014-05-20", 2.7, 99%, 148, 2602, 2.1, 4484, 148, 23, 18
