Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 32.4, 86%, 405, 5769, 1.6, 14184, 405, 70, 44
