Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 3.3, 90%, 162, 6233, 2.8, 3837, 162, 14, 9
"2014-05-20", 3.5, 90%, 162, 6251, 2.8, 4029, 162, 14, 9
