Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.4, 94%, 363, 4334, 2.0, 4250, 363, 43, 27
"2014-05-20", 2.4, 94%, 364, 4361, 2.0, 4250, 364, 43, 27
