Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 7.9, 99%, 295, 3954, 1.7, 2554, 295, 56, 41
"2014-05-20", 7.5, 99%, 296, 3964, 1.7, 2554, 296, 56, 41
