Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 0.9, 99%, 178, 3006, 2.5, 1177, 178, 13, 8
"2014-05-20", 0.9, 99%, 178, 3015, 2.5, 1147, 178, 13, 9
