Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 5.1, 97%, 398, 7675, 2.2, 8043, 398, 25, 16
"2014-05-20", 5.2, 97%, 398, 7689, 2.2, 8043, 398, 25, 16
