Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 3.9, 98%, 959, 18664, 9.5, 3227, 959, 88, 52
"2014-05-20", 3.6, 98%, 962, 18704, 9.5, 3227, 962, 88, 52
