Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 30, 96%, 1391, 39384, 1.8, 23327, 1391, 70, 44
