Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.4, 89%, 70, 5111, 1.7, 1420, 70, 2, 
"2014-05-20", 2.6, 89%, 70, 5123, 1.7, 1420, 70, 2, 
