Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.9, 82%, 202, 3310, 2.1, 1416, 202, 19, 13
"2014-05-20", 3, 82%, 203, 3323, 2.0, 1370, 203, 19, 13
