Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 2.6, 100%, 437, 6132, 3.6, 9605, 437, 38, 22
"2014-05-20", 2.7, 100%, 438, 6144, 3.6, 9605, 438, 38, 22
