Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 0.8, 95%, 118, 2466, 2.0, 1741, 118, 10, 7
"2014-05-20", 0.6, 95%, 119, 2468, 2.0, 1757, 119, 10, 7
