Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 10.1, 84%, 326, 5156, 1.5, 5971, 326, 37, 25
