Date, QuestionsPerDay, AnsweredPercent, AvidUsers, TotalUsers, AnswerRatio,VisitsPerDay, Users200, Users2k, Users3k
"2014-05-19", 40.9, 92%, 306, 8636, 2.0, 4924, 306, 28, 15
"2014-05-20", 40.8, 92%, 309, 8690, 1.9, 4908, 309, 28, 16
